,title,company,location,summary,mean_salary
5,graduate researcher/ data analyst,ATC Recruitment,Manchester M2 3AW•Temporarily Remote,to compare and evaluate new cases identified against existing internal data.our client is ideally seeking a *graduate* calibre candidate who enjoys…,26941.0
7,data analytics degree apprentice scheme - level 6,BBC,Manchester,"and data mining, forecasting and modelling techniques to identify and predict trends and patterns in data.support confident and timely decisions, by learning…",15074.0
8,analyst,The Growth Company,Manchester,"experience in using large datasets, manipulating data, data analysis and/or visualising data.experience in using large datasets, manipulating data, data…",24500.0
12,insight analyst,Distrelec,Manchester M2 3AA,being a subject matter expert in customer data – championing ways in which it can and should be used aLondon the business to support data driven decisions &…,35000.0
13,business intelligence analyst,Kier Group,Manchester,experience of using power bi or other data visualisation tool.work with colleagues to understand data requirements and feed into the pipeline of development…,25000.0
21,business analyst,Home Office,Manchester,"ho - digital data and technology.flexible working, full-time, compressed hours.as business analyst you will lead and coordinate the gathering of technical and…",34687.5
22,pricing data analyst,Coop,Manchester M60 0AG,"experience of data analysis, data modelling and data reporting.strong excel and data analysis skills.provide accurate data analysis to senior managers and the…",33000.0
23,data analyst,Kalibrate,Manchester,"statistical analysis skills such as analyse/interpret data and present results using established methods, evaluating coverage and accuracy of data, prepare…",41000.0
24,pricing analyst,Distrelec,Manchester M2 3AA,1-3 years data analysis experience.maintaining “commercial” product data in sap – via category management teams.ad hoc customer and product related analysis.,32000.0
25,data researcher / analyst – software product development,InXpress Global,Manchester•Remote,"collect and analyse quantitative data.develop initiatives, collect and analyse qualitative data.researching, analysing and presenting data and conclusions…",32500.0
26,data analyst apprentice,APPRENTIFY,Macclesfield SK10,"apprenticeship standard data analyst (level 4).identify data sources to meet the organisation's requirement, using evidence-based decision making to establish…",16000.0
27,graduate data analyst,Euro Garages,Manchester BB1 2FA,maximising business potential by converting large amounts of data into valuable insight.our rapidly expanding fuel pricing / analytics team is looking for a…,24000.0
28,business intelligence information analyst,Manchester NHS Foundation Trust,Manchester BL4 0JR,"to investigate and analyse highly complex data with multiple, sensitive outcomes.to provide advice to individual project teams on collecting, reporting,…",28594.5
29,forecast analyst,N Brown,Manchester M60,"the ideal candidate will be highly analytical, with excellent excel skills and ideally come from a merchandising or data analyst background.",24000.0
30,outcomes analyst,Touch Medical Media Services,Manchester•Remote,liaise with external partners who provide the raw data for analysis.carry out the data analysis for moore’s levels 3 and 4 outcomes in a timely and efficient…,25000.0
31,bi & reporting analyst,Citation,Manchester•Remote,"digging into the data in creative ways, using your abilities to drive actionable insight.using the latest tools you’ll help to drive best practice reporting…",45000.0
32,quality assurance analyst,First Central,Manchester,"produce data and metrics, to provide visibility to track and evidence savings on a monthly basis.providing assurance so all policies and procedures are being…",33000.0
35,data analyst,musicMagpie,Manchester SK1 3SW•Temporarily Remote,work with behavioural researchers using tools such as contentsquare and help to link musicmagpie’s various research tools together to improve the quality of…,25000.0
37,data & analytics - internship,NatWest Group,Manchester,"and data science allows us to apply statistics, computer science and problem solving skills together with strong research methods to test, learn and optimise…",21500.0
38,junior information analyst,Calderdale and Leeds NHS Foundation Trust,Leeds HX5 9JP,produce performance reports and dashboards using computer programme’s such as microsoft excel and attending meetings and feedback key messages from the data.,18671.0
